Telephely,Leltárhely megn.,Anyagnem,HETK kód,Eszköz,Megnevezés,Mennyiség,Bázis menny.egység,Eszközosztály,Gyártási szám
AHA7700524,Minősített rendszerek,31,403040252600,193000243997,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW502897
AHA7700524,Minősített rendszerek,31,403040252600,193000243998,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW502888
AHA7700524,Minősített rendszerek,31,403040252600,193000243999,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW503066
AHA7700524,Minősített rendszerek,31,403040252600,193000244000,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW502277
AHA7700524,Minősített rendszerek,31,403040252600,193000244001,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW501488
AHA7700524,Minősített rendszerek,31,403040252600,193000244002,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW502890
AHA7700524,Minősített rendszerek,31,403040252600,193000244003,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW502937
AHA7700524,Minősített rendszerek,31,403040252600,193000244004,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW502279
AHA7700524,Minősített rendszerek,31,403040252600,193000244005,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW502896
AHA7700524,Minősített rendszerek,31,403040252600,193000244006,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW501486
AHA7700524,Minősített rendszerek,31,403040252600,193000244007,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW501508
AHA7700524,Minősített rendszerek,31,403040252600,193000244008,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW502274
AHA7700524,Minősített rendszerek,31,403040252600,193000244009,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW502332
AHA7700524,Minősített rendszerek,31,403040252600,193000244010,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW503079
AHA7700524,Minősített rendszerek,31,403040252600,193000244011,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW502895
AHA7700524,Minősített rendszerek,31,403052001510,193000244654,DMC-300SC MÉDIA KONVERTER,1,DB,19311100,TM24111000901
AHA7700524,Minősített rendszerek,31,403052001510,193000244655,DMC-300SC MÉDIA KONVERTER,1,DB,19311100,TM24111000902
AHA7700524,Minősített rendszerek,31,403052001510,193000244656,DMC-300SC MÉDIA KONVERTER,1,DB,19311100,TM24111000905
AHA7700524,Minősített rendszerek,31,403052001510,193000244657,DMC-300SC MÉDIA KONVERTER,1,DB,19311100,TM24111000904
AHA7700524,Minősített rendszerek,31,403052001510,193000244658,DMC-300SC MÉDIA KONVERTER,1,DB,19311100,TM24111000903
AHA7700524,Minősített rendszerek,31,403040252600,193000246699,"Monitor Wide 16:9 LED 24""",1,DB,19311100,5MWCH9DW502269
AHA7700524,Minősített rendszerek,31,403059171109,193000251006,HDMI átkapcsoló 4P 4K ATEN VS481C,1,DB,19311100,Z3M4-045-0253
AHA7700524,Minősített rendszerek,31,403052001510,193000258452,DMC-300SC MÉDIA KONVERTER,1,DB,19311100,TM24111000765
AHA7700524,Minősített rendszerek,31,403052001510,193000258453,DMC-300SC MÉDIA KONVERTER,1,DB,19311100,TM24111000766
AHA7700524,Minősített rendszerek,31,403052001510,193000258454,DMC-300SC MÉDIA KONVERTER,1,DB,19311100,TM24111000767
AHA7700524,Minősített rendszerek,31,403311001705,193000260644,"K-SSD 1TB USB 3.2  2,5""",1,DB,19311100,S6XDNS0W357209
AHA7700524,Minősített rendszerek,31,669210192606,193000281537,"Rack szekr. falra 19"" 9U",1,DB,19311800,RACK_9U_011
AHA7700524,Minősített rendszerek,31,669210192606,193000281538,"Rack szekr. falra 19"" 9U",1,DB,19311800,RACK_9U_012
AHA7700524,Minősített rendszerek,31,403040252710,193000281559,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120074212
AHA7700524,Minősített rendszerek,31,403040252710,193000281560,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N4521200B4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281561,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N4521200C4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281562,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120144212
AHA7700524,Minősített rendszerek,31,403040252710,193000281563,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N4521201A4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281564,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N4521202E4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281565,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N4521205D4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281566,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120854212
AHA7700524,Minősített rendszerek,31,403040252710,193000281567,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N4521208C4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281568,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N4521208D4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281569,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120944212
AHA7700524,Minősített rendszerek,31,403040252710,193000281570,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120CF4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281571,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120DC4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281572,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120EF4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281573,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120F04212
AHA7700524,Minősített rendszerek,31,403040252710,193000281574,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120F44212
AHA7700524,Minősített rendszerek,31,403040252710,193000281575,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120F64212
AHA7700524,Minősített rendszerek,31,403040252710,193000281576,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120F94212
AHA7700524,Minősített rendszerek,31,403040252710,193000281577,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452120FF4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281578,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452121014212
AHA7700524,Minősített rendszerek,31,403040252710,193000281579,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452121024212
AHA7700524,Minősített rendszerek,31,403040252710,193000281580,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452121084212
AHA7700524,Minősített rendszerek,31,403040252710,193000281581,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452121584212
AHA7700524,Minősített rendszerek,31,403040252710,193000281582,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452121A14212
AHA7700524,Minősített rendszerek,31,403040252710,193000281583,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452121AF4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281584,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452121B44212
AHA7700524,Minősített rendszerek,31,403040252710,193000281585,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452121F44212
AHA7700524,Minősített rendszerek,31,403040252710,193000281586,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452121F94212
AHA7700524,Minősített rendszerek,31,403040252710,193000281587,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452121FD4212
AHA7700524,Minősített rendszerek,31,403040252710,193000281588,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452122014212
AHA7700524,Minősített rendszerek,31,403040252710,193000281589,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452122034212
AHA7700524,Minősített rendszerek,31,403040252710,193000281590,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452122054212
AHA7700524,Minősített rendszerek,31,403040252710,193000281591,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452122064212
AHA7700524,Minősített rendszerek,31,403040252710,193000281592,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452122074212
AHA7700524,Minősített rendszerek,31,403040252710,193000281593,"Monitor Wide 16:9 LED 27""",1,DB,19311100,N452122094212
